town,county,office,district,party,candidate,winner,votes
Hampton Falls,Rockingham,U.S. House,1,R,Frank C. Guinta,True,263
Hart's Location,Carroll,U.S. House,1,R,Frank C. Guinta,True,2
Hooksett,Merrimack,U.S. House,1,R,Frank C. Guinta,True,1240
Jackson,Carroll,U.S. House,1,R,Frank C. Guinta,True,102
Kensington,Rockingham,U.S. House,1,R,Frank C. Guinta,True,163
Kingston,Rockingham,U.S. House,1,R,Frank C. Guinta,True,421
Laconia,Belknap,U.S. House,1,R,Frank C. Guinta,True,1354
Lee,Strafford,U.S. House,1,R,Frank C. Guinta,True,215
Londonderry,Rockingham,U.S. House,1,R,Frank C. Guinta,True,1785
Madbury,Strafford,U.S. House,1,R,Frank C. Guinta,True,110
Madison,Carroll,U.S. House,1,R,Frank C. Guinta,True,229
Manchester,Hillsborough,U.S. House,1,R,Frank C. Guinta,True,6458
Meredith,Belknap,U.S. House,1,R,Frank C. Guinta,True,706
Merrimack,Hillsborough,U.S. House,1,R,Frank C. Guinta,True,1958
Middleton,Strafford,U.S. House,1,R,Frank C. Guinta,True,111
Milton,Strafford,U.S. House,1,R,Frank C. Guinta,True,242
Moultonborough,Carroll,U.S. House,1,R,Frank C. Guinta,True,630
New Castle,Rockingham,U.S. House,1,R,Frank C. Guinta,True,145
New Durham,Strafford,U.S. House,1,R,Frank C. Guinta,True,240
New Hampton,Belknap,U.S. House,1,R,Frank C. Guinta,True,222
Newfields,Rockingham,U.S. House,1,R,Frank C. Guinta,True,185
Newington,Rockingham,U.S. House,1,R,Frank C. Guinta,True,83
Newmarket,Rockingham,U.S. House,1,R,Frank C. Guinta,True,506
Newton,Rockingham,U.S. House,1,R,Frank C. Guinta,True,198
North Hampton,Rockingham,U.S. House,1,R,Frank C. Guinta,True,410
Nottingham,Rockingham,U.S. House,1,R,Frank C. Guinta,True,386
Ossipee,Carroll,U.S. House,1,R,Frank C. Guinta,True,392
Plaistow,Rockingham,U.S. House,1,R,Frank C. Guinta,True,491
Portsmouth,Rockingham,U.S. House,1,R,Frank C. Guinta,True,760
Raymond,Rockingham,U.S. House,1,R,Frank C. Guinta,True,681
Rochester,Strafford,U.S. House,1,R,Frank C. Guinta,True,1689
Rollinsford,Strafford,U.S. House,1,R,Frank C. Guinta,True,140
Rye,Rockingham,U.S. House,1,R,Frank C. Guinta,True,534
Sanbornton,Belknap,U.S. House,1,R,Frank C. Guinta,True,299
Sandown,Rockingham,U.S. House,1,R,Frank C. Guinta,True,466
Sandwich,Carroll,U.S. House,1,R,Frank C. Guinta,True,158
Seabrook,Rockingham,U.S. House,1,R,Frank C. Guinta,True,356
Somersworth,Strafford,U.S. House,1,R,Frank C. Guinta,True,403
South Hampton,Rockingham,U.S. House,1,R,Frank C. Guinta,True,59
Strafford,Strafford,U.S. House,1,R,Frank C. Guinta,True,309
Stratham,Rockingham,U.S. House,1,R,Frank C. Guinta,True,815
Tamworth,Carroll,U.S. House,1,R,Frank C. Guinta,True,214
Tilton,Belknap,U.S. House,1,R,Frank C. Guinta,True,257
Tuftonboro,Carroll,U.S. House,1,R,Frank C. Guinta,True,353
Wakefield,Carroll,U.S. House,1,R,Frank C. Guinta,True,402
Wolfeboro,Carroll,U.S. House,1,R,Frank C. Guinta,True,824
Albany,Carroll,U.S. House,1,D,Carol Shea-Porter,False,0
Alton,Belknap,U.S. House,1,D,Carol Shea-Porter,False,2
Auburn,Rockingham,U.S. House,1,D,Carol Shea-Porter,False,0
Barnstead,Belknap,U.S. House,1,D,Carol Shea-Porter,False,0
Barrington,Strafford,U.S. House,1,D,Carol Shea-Porter,False,1
Bartlett,Carroll,U.S. House,1,D,Carol Shea-Porter,False,1
Bedford,Hillsborough,U.S. House,1,D,Carol Shea-Porter,False,1
Belmont,Belknap,U.S. House,1,D,Carol Shea-Porter,False,3
Brentwood,Rockingham,U.S. House,1,D,Carol Shea-Porter,False,0
Brookfield,Carroll,U.S. House,1,D,Carol Shea-Porter,False,1
Campton,Grafton,U.S. House,1,D,Carol Shea-Porter,False,1
Candia,Rockingham,U.S. House,1,D,Carol Shea-Porter,False,2
Chatham,Carroll,U.S. House,1,D,Carol Shea-Porter,False,0
Chester,Rockingham,U.S. House,1,D,Carol Shea-Porter,False,1
Conway,Carroll,U.S. House,1,D,Carol Shea-Porter,False,6
Danville,Rockingham,U.S. House,1,D,Carol Shea-Porter,False,0
Derry,Rockingham,U.S. House,1,D,Carol Shea-Porter,False,0
Dover,Strafford,U.S. House,1,D,Carol Shea-Porter,False,5
Durham,Strafford,U.S. House,1,D,Carol Shea-Porter,False,1
East Kingston,Rockingham,U.S. House,1,D,Carol Shea-Porter,False,0
Eaton,Carroll,U.S. House,1,D,Carol Shea-Porter,False,0
Effingham,Carroll,U.S. House,1,D,Carol Shea-Porter,False,1
Epping,Rockingham,U.S. House,1,D,Carol Shea-Porter,False,0
Exeter,Rockingham,U.S. House,1,D,Carol Shea-Porter,False,1
Farmington,Strafford,U.S. House,1,D,Carol Shea-Porter,False,0
Freedom,Carroll,U.S. House,1,D,Carol Shea-Porter,False,1
Fremont,Rockingham,U.S. House,1,D,Carol Shea-Porter,False,0
Gilford,Belknap,U.S. House,1,D,Carol Shea-Porter,False,5
Gilmanton,Belknap,U.S. House,1,D,Carol Shea-Porter,False,3
Goffstown,Hillsborough,U.S. House,1,D,Carol Shea-Porter,False,6
Greenland,Rockingham,U.S. House,1,D,Carol Shea-Porter,False,0
Hale's Location,Carroll,U.S. House,1,D,Carol Shea-Porter,False,0
Hampstead,Rockingham,U.S. House,1,D,Carol Shea-Porter,False,1
Hampton,Rockingham,U.S. House,1,D,Carol Shea-Porter,False,1
Hampton Falls,Rockingham,U.S. House,1,D,Carol Shea-Porter,False,0
Hart's Location,Carroll,U.S. House,1,D,Carol Shea-Porter,False,0
Hooksett,Merrimack,U.S. House,1,D,Carol Shea-Porter,False,3
Jackson,Carroll,U.S. House,1,D,Carol Shea-Porter,False,0
Kensington,Rockingham,U.S. House,1,D,Carol Shea-Porter,False,1
Kingston,Rockingham,U.S. House,1,D,Carol Shea-Porter,False,1
Laconia,Belknap,U.S. House,1,D,Carol Shea-Porter,False,7
Lee,Strafford,U.S. House,1,D,Carol Shea-Porter,False,0
Londonderry,Rockingham,U.S. House,1,D,Carol Shea-Porter,False,0
Madbury,Strafford,U.S. House,1,D,Carol Shea-Porter,False,6
Madison,Carroll,U.S. House,1,D,Carol Shea-Porter,False,1
Manchester,Hillsborough,U.S. House,1,D,Carol Shea-Porter,False,14
Meredith,Belknap,U.S. House,1,D,Carol Shea-Porter,False,1
Merrimack,Hillsborough,U.S. House,1,D,Carol Shea-Porter,False,3
Middleton,Strafford,U.S. House,1,D,Carol Shea-Porter,False,1
Milton,Strafford,U.S. House,1,D,Carol Shea-Porter,False,1
Moultonborough,Carroll,U.S. House,1,D,Carol Shea-Porter,False,0
New Castle,Rockingham,U.S. House,1,D,Carol Shea-Porter,False,0
New Durham,Strafford,U.S. House,1,D,Carol Shea-Porter,False,0
New Hampton,Belknap,U.S. House,1,D,Carol Shea-Porter,False,1
Newfields,Rockingham,U.S. House,1,D,Carol Shea-Porter,False,0
Newington,Rockingham,U.S. House,1,D,Carol Shea-Porter,False,0
Newmarket,Rockingham,U.S. House,1,D,Carol Shea-Porter,False,4
Newton,Rockingham,U.S. House,1,D,Carol Shea-Porter,False,1
North Hampton,Rockingham,U.S. House,1,D,Carol Shea-Porter,False,0
Nottingham,Rockingham,U.S. House,1,D,Carol Shea-Porter,False,0
Ossipee,Carroll,U.S. House,1,D,Carol Shea-Porter,False,0
Plaistow,Rockingham,U.S. House,1,D,Carol Shea-Porter,False,4
Portsmouth,Rockingham,U.S. House,1,D,Carol Shea-Porter,False,3
Raymond,Rockingham,U.S. House,1,D,Carol Shea-Porter,False,0
Rochester,Strafford,U.S. House,1,D,Carol Shea-Porter,False,22
Rollinsford,Strafford,U.S. House,1,D,Carol Shea-Porter,False,1
Rye,Rockingham,U.S. House,1,D,Carol Shea-Porter,False,2
Sanbornton,Belknap,U.S. House,1,D,Carol Shea-Porter,False,1
Sandown,Rockingham,U.S. House,1,D,Carol Shea-Porter,False,0
Sandwich,Carroll,U.S. House,1,D,Carol Shea-Porter,False,0
Seabrook,Rockingham,U.S. House,1,D,Carol Shea-Porter,False,0
Somersworth,Strafford,U.S. House,1,D,Carol Shea-Porter,False,3
South Hampton,Rockingham,U.S. House,1,D,Carol Shea-Porter,False,1
Strafford,Strafford,U.S. House,1,D,Carol Shea-Porter,False,0
Stratham,Rockingham,U.S. House,1,D,Carol Shea-Porter,False,3
Tamworth,Carroll,U.S. House,1,D,Carol Shea-Porter,False,0
Tilton,Belknap,U.S. House,1,D,Carol Shea-Porter,False,0
Tuftonboro,Carroll,U.S. House,1,D,Carol Shea-Porter,False,1
Wakefield,Carroll,U.S. House,1,D,Carol Shea-Porter,False,0
Wolfeboro,Carroll,U.S. House,1,D,Carol Shea-Porter,False,0
Albany,Carroll,U.S. House,1,R,Vern Clough,False,1
Alton,Belknap,U.S. House,1,R,Vern Clough,False,29
Auburn,Rockingham,U.S. House,1,R,Vern Clough,False,14
Barnstead,Belknap,U.S. House,1,R,Vern Clough,False,16
Barrington,Strafford,U.S. House,1,R,Vern Clough,False,27
Bartlett,Carroll,U.S. House,1,R,Vern Clough,False,15
Bedford,Hillsborough,U.S. House,1,R,Vern Clough,False,69
Belmont,Belknap,U.S. House,1,R,Vern Clough,False,13
Brentwood,Rockingham,U.S. House,1,R,Vern Clough,False,14
Brookfield,Carroll,U.S. House,1,R,Vern Clough,False,0
Campton,Grafton,U.S. House,1,R,Vern Clough,False,5
Candia,Rockingham,U.S. House,1,R,Vern Clough,False,18
Chatham,Carroll,U.S. House,1,R,Vern Clough,False,2
Chester,Rockingham,U.S. House,1,R,Vern Clough,False,11
Conway,Carroll,U.S. House,1,R,Vern Clough,False,28
Danville,Rockingham,U.S. House,1,R,Vern Clough,False,8
Derry,Rockingham,U.S. House,1,R,Vern Clough,False,56
Dover,Strafford,U.S. House,1,R,Vern Clough,False,77
Durham,Strafford,U.S. House,1,R,Vern Clough,False,9
East Kingston,Rockingham,U.S. House,1,R,Vern Clough,False,6
Eaton,Carroll,U.S. House,1,R,Vern Clough,False,1
Effingham,Carroll,U.S. House,1,R,Vern Clough,False,8
Epping,Rockingham,U.S. House,1,R,Vern Clough,False,13
Exeter,Rockingham,U.S. House,1,R,Vern Clough,False,63
Farmington,Strafford,U.S. House,1,R,Vern Clough,False,12
Freedom,Carroll,U.S. House,1,R,Vern Clough,False,8
Fremont,Rockingham,U.S. House,1,R,Vern Clough,False,13
Gilford,Belknap,U.S. House,1,R,Vern Clough,False,28
Gilmanton,Belknap,U.S. House,1,R,Vern Clough,False,13
Goffstown,Hillsborough,U.S. House,1,R,Vern Clough,False,44
Greenland,Rockingham,U.S. House,1,R,Vern Clough,False,17
Hale's Location,Carroll,U.S. House,1,R,Vern Clough,False,1
Hampstead,Rockingham,U.S. House,1,R,Vern Clough,False,14
Hampton,Rockingham,U.S. House,1,R,Vern Clough,False,36
Hampton Falls,Rockingham,U.S. House,1,R,Vern Clough,False,5
Hart's Location,Carroll,U.S. House,1,R,Vern Clough,False,0
Hooksett,Merrimack,U.S. House,1,R,Vern Clough,False,26
Jackson,Carroll,U.S. House,1,R,Vern Clough,False,0
Kensington,Rockingham,U.S. House,1,R,Vern Clough,False,4
Kingston,Rockingham,U.S. House,1,R,Vern Clough,False,20
Laconia,Belknap,U.S. House,1,R,Vern Clough,False,39
Lee,Strafford,U.S. House,1,R,Vern Clough,False,15
Londonderry,Rockingham,U.S. House,1,R,Vern Clough,False,56
Madbury,Strafford,U.S. House,1,R,Vern Clough,False,6
Madison,Carroll,U.S. House,1,R,Vern Clough,False,6
Manchester,Hillsborough,U.S. House,1,R,Vern Clough,False,192
Meredith,Belknap,U.S. House,1,R,Vern Clough,False,34
Merrimack,Hillsborough,U.S. House,1,R,Vern Clough,False,50
Middleton,Strafford,U.S. House,1,R,Vern Clough,False,4
Milton,Strafford,U.S. House,1,R,Vern Clough,False,10
Moultonborough,Carroll,U.S. House,1,R,Vern Clough,False,24
New Castle,Rockingham,U.S. House,1,R,Vern Clough,False,3
New Durham,Strafford,U.S. House,1,R,Vern Clough,False,8
New Hampton,Belknap,U.S. House,1,R,Vern Clough,False,7
Newfields,Rockingham,U.S. House,1,R,Vern Clough,False,10
Newington,Rockingham,U.S. House,1,R,Vern Clough,False,8
Newmarket,Rockingham,U.S. House,1,R,Vern Clough,False,13
Newton,Rockingham,U.S. House,1,R,Vern Clough,False,9
North Hampton,Rockingham,U.S. House,1,R,Vern Clough,False,10
Nottingham,Rockingham,U.S. House,1,R,Vern Clough,False,19
Ossipee,Carroll,U.S. House,1,R,Vern Clough,False,20
Plaistow,Rockingham,U.S. House,1,R,Vern Clough,False,21
Portsmouth,Rockingham,U.S. House,1,R,Vern Clough,False,42
Raymond,Rockingham,U.S. House,1,R,Vern Clough,False,12
Rochester,Strafford,U.S. House,1,R,Vern Clough,False,92
Rollinsford,Strafford,U.S. House,1,R,Vern Clough,False,9
Rye,Rockingham,U.S. House,1,R,Vern Clough,False,18
Sanbornton,Belknap,U.S. House,1,R,Vern Clough,False,12
Sandown,Rockingham,U.S. House,1,R,Vern Clough,False,7
Sandwich,Carroll,U.S. House,1,R,Vern Clough,False,4
Seabrook,Rockingham,U.S. House,1,R,Vern Clough,False,18
Somersworth,Strafford,U.S. House,1,R,Vern Clough,False,21
South Hampton,Rockingham,U.S. House,1,R,Vern Clough,False,6
Strafford,Strafford,U.S. House,1,R,Vern Clough,False,15
Stratham,Rockingham,U.S. House,1,R,Vern Clough,False,14
Tamworth,Carroll,U.S. House,1,R,Vern Clough,False,12
Tilton,Belknap,U.S. House,1,R,Vern Clough,False,8
Tuftonboro,Carroll,U.S. House,1,R,Vern Clough,False,9
Wakefield,Carroll,U.S. House,1,R,Vern Clough,False,15
Wolfeboro,Carroll,U.S. House,1,R,Vern Clough,False,17
Albany,Carroll,U.S. House,1,R,Rick Parent,False,9
Alton,Belknap,U.S. House,1,R,Rick Parent,False,123
Auburn,Rockingham,U.S. House,1,R,Rick Parent,False,76
Barnstead,Belknap,U.S. House,1,R,Rick Parent,False,74
Barrington,Strafford,U.S. House,1,R,Rick Parent,False,110
Bartlett,Carroll,U.S. House,1,R,Rick Parent,False,34
Bedford,Hillsborough,U.S. House,1,R,Rick Parent,False,284
Belmont,Belknap,U.S. House,1,R,Rick Parent,False,70
Brentwood,Rockingham,U.S. House,1,R,Rick Parent,False,36
Brookfield,Carroll,U.S. House,1,R,Rick Parent,False,18
Campton,Grafton,U.S. House,1,R,Rick Parent,False,30
Candia,Rockingham,U.S. House,1,R,Rick Parent,False,36
Chatham,Carroll,U.S. House,1,R,Rick Parent,False,5
Chester,Rockingham,U.S. House,1,R,Rick Parent,False,53
Conway,Carroll,U.S. House,1,R,Rick Parent,False,107
Danville,Rockingham,U.S. House,1,R,Rick Parent,False,40
Derry,Rockingham,U.S. House,1,R,Rick Parent,False,214
Dover,Strafford,U.S. House,1,R,Rick Parent,False,212
Durham,Strafford,U.S. House,1,R,Rick Parent,False,44
East Kingston,Rockingham,U.S. House,1,R,Rick Parent,False,31
Eaton,Carroll,U.S. House,1,R,Rick Parent,False,12
Effingham,Carroll,U.S. House,1,R,Rick Parent,False,29
Epping,Rockingham,U.S. House,1,R,Rick Parent,False,110
Exeter,Rockingham,U.S. House,1,R,Rick Parent,False,106
Farmington,Strafford,U.S. House,1,R,Rick Parent,False,50
Freedom,Carroll,U.S. House,1,R,Rick Parent,False,35
Fremont,Rockingham,U.S. House,1,R,Rick Parent,False,60
Gilford,Belknap,U.S. House,1,R,Rick Parent,False,137
Gilmanton,Belknap,U.S. House,1,R,Rick Parent,False,49
Goffstown,Hillsborough,U.S. House,1,R,Rick Parent,False,193
Greenland,Rockingham,U.S. House,1,R,Rick Parent,False,37
Hale's Location,Carroll,U.S. House,1,R,Rick Parent,False,13
Hampstead,Rockingham,U.S. House,1,R,Rick Parent,False,88
Hampton,Rockingham,U.S. House,1,R,Rick Parent,False,114
Hampton Falls,Rockingham,U.S. House,1,R,Rick Parent,False,26
Hart's Location,Carroll,U.S. House,1,R,Rick Parent,False,1
Hooksett,Merrimack,U.S. House,1,R,Rick Parent,False,165
Jackson,Carroll,U.S. House,1,R,Rick Parent,False,16
Kensington,Rockingham,U.S. House,1,R,Rick Parent,False,22
Kingston,Rockingham,U.S. House,1,R,Rick Parent,False,90
Laconia,Belknap,U.S. House,1,R,Rick Parent,False,122
Lee,Strafford,U.S. House,1,R,Rick Parent,False,39
Londonderry,Rockingham,U.S. House,1,R,Rick Parent,False,350
Madbury,Strafford,U.S. House,1,R,Rick Parent,False,14
Madison,Carroll,U.S. House,1,R,Rick Parent,False,48
Manchester,Hillsborough,U.S. House,1,R,Rick Parent,False,841
Meredith,Belknap,U.S. House,1,R,Rick Parent,False,68
Merrimack,Hillsborough,U.S. House,1,R,Rick Parent,False,265
Middleton,Strafford,U.S. House,1,R,Rick Parent,False,43
Milton,Strafford,U.S. House,1,R,Rick Parent,False,49
Moultonborough,Carroll,U.S. House,1,R,Rick Parent,False,121
New Castle,Rockingham,U.S. House,1,R,Rick Parent,False,17
New Durham,Strafford,U.S. House,1,R,Rick Parent,False,36
New Hampton,Belknap,U.S. House,1,R,Rick Parent,False,32
Newfields,Rockingham,U.S. House,1,R,Rick Parent,False,21
Newington,Rockingham,U.S. House,1,R,Rick Parent,False,9
Newmarket,Rockingham,U.S. House,1,R,Rick Parent,False,80
Newton,Rockingham,U.S. House,1,R,Rick Parent,False,20
North Hampton,Rockingham,U.S. House,1,R,Rick Parent,False,53
Nottingham,Rockingham,U.S. House,1,R,Rick Parent,False,54
Ossipee,Carroll,U.S. House,1,R,Rick Parent,False,93
Plaistow,Rockingham,U.S. House,1,R,Rick Parent,False,35
Portsmouth,Rockingham,U.S. House,1,R,Rick Parent,False,150
Raymond,Rockingham,U.S. House,1,R,Rick Parent,False,131
Rochester,Strafford,U.S. House,1,R,Rick Parent,False,335
Rollinsford,Strafford,U.S. House,1,R,Rick Parent,False,27
Rye,Rockingham,U.S. House,1,R,Rick Parent,False,97
Sanbornton,Belknap,U.S. House,1,R,Rick Parent,False,31
Sandown,Rockingham,U.S. House,1,R,Rick Parent,False,75
Sandwich,Carroll,U.S. House,1,R,Rick Parent,False,27
Seabrook,Rockingham,U.S. House,1,R,Rick Parent,False,48
Somersworth,Strafford,U.S. House,1,R,Rick Parent,False,62
South Hampton,Rockingham,U.S. House,1,R,Rick Parent,False,6
Strafford,Strafford,U.S. House,1,R,Rick Parent,False,59
Stratham,Rockingham,U.S. House,1,R,Rick Parent,False,101
Tamworth,Carroll,U.S. House,1,R,Rick Parent,False,50
Tilton,Belknap,U.S. House,1,R,Rick Parent,False,35
Tuftonboro,Carroll,U.S. House,1,R,Rick Parent,False,69
Wakefield,Carroll,U.S. House,1,R,Rick Parent,False,98
Wolfeboro,Carroll,U.S. House,1,R,Rick Parent,False,153
Albany,Carroll,U.S. House,1,,Scatter,False,0
Alton,Belknap,U.S. House,1,,Scatter,False,0
Auburn,Rockingham,U.S. House,1,,Scatter,False,2
Barnstead,Belknap,U.S. House,1,,Scatter,False,0
Barrington,Strafford,U.S. House,1,,Scatter,False,0
Bartlett,Carroll,U.S. House,1,,Scatter,False,0
Bedford,Hillsborough,U.S. House,1,,Scatter,False,1
Belmont,Belknap,U.S. House,1,,Scatter,False,5
Brentwood,Rockingham,U.S. House,1,,Scatter,False,1
Brookfield,Carroll,U.S. House,1,,Scatter,False,0
Campton,Grafton,U.S. House,1,,Scatter,False,2
Candia,Rockingham,U.S. House,1,,Scatter,False,0
Chatham,Carroll,U.S. House,1,,Scatter,False,0
Chester,Rockingham,U.S. House,1,,Scatter,False,2
Conway,Carroll,U.S. House,1,,Scatter,False,1
Danville,Rockingham,U.S. House,1,,Scatter,False,1
Derry,Rockingham,U.S. House,1,,Scatter,False,0
Dover,Strafford,U.S. House,1,,Scatter,False,0
Durham,Strafford,U.S. House,1,,Scatter,False,1
East Kingston,Rockingham,U.S. House,1,,Scatter,False,0
Eaton,Carroll,U.S. House,1,,Scatter,False,0
Effingham,Carroll,U.S. House,1,,Scatter,False,0
Epping,Rockingham,U.S. House,1,,Scatter,False,1
Exeter,Rockingham,U.S. House,1,,Scatter,False,2
Farmington,Strafford,U.S. House,1,,Scatter,False,0
Freedom,Carroll,U.S. House,1,,Scatter,False,1
Fremont,Rockingham,U.S. House,1,,Scatter,False,1
Gilford,Belknap,U.S. House,1,,Scatter,False,0
Gilmanton,Belknap,U.S. House,1,,Scatter,False,0
Goffstown,Hillsborough,U.S. House,1,,Scatter,False,2
Greenland,Rockingham,U.S. House,1,,Scatter,False,1
Hale's Location,Carroll,U.S. House,1,,Scatter,False,0
Hampstead,Rockingham,U.S. House,1,,Scatter,False,0
Hampton,Rockingham,U.S. House,1,,Scatter,False,0
Hampton Falls,Rockingham,U.S. House,1,,Scatter,False,0
Hart's Location,Carroll,U.S. House,1,,Scatter,False,0
Hooksett,Merrimack,U.S. House,1,,Scatter,False,3
Jackson,Carroll,U.S. House,1,,Scatter,False,0
Kensington,Rockingham,U.S. House,1,,Scatter,False,0
Kingston,Rockingham,U.S. House,1,,Scatter,False,0
Laconia,Belknap,U.S. House,1,,Scatter,False,5
Lee,Strafford,U.S. House,1,,Scatter,False,1
Londonderry,Rockingham,U.S. House,1,,Scatter,False,1
Madbury,Strafford,U.S. House,1,,Scatter,False,1
Madison,Carroll,U.S. House,1,,Scatter,False,0
Manchester,Hillsborough,U.S. House,1,,Scatter,False,13
Meredith,Belknap,U.S. House,1,,Scatter,False,1
Merrimack,Hillsborough,U.S. House,1,,Scatter,False,2
Middleton,Strafford,U.S. House,1,,Scatter,False,0
Milton,Strafford,U.S. House,1,,Scatter,False,0
Moultonborough,Carroll,U.S. House,1,,Scatter,False,2
New Castle,Rockingham,U.S. House,1,,Scatter,False,2
New Durham,Strafford,U.S. House,1,,Scatter,False,1
New Hampton,Belknap,U.S. House,1,,Scatter,False,1
Newfields,Rockingham,U.S. House,1,,Scatter,False,0
Newington,Rockingham,U.S. House,1,,Scatter,False,0
Newmarket,Rockingham,U.S. House,1,,Scatter,False,1
Newton,Rockingham,U.S. House,1,,Scatter,False,0
North Hampton,Rockingham,U.S. House,1,,Scatter,False,0
Nottingham,Rockingham,U.S. House,1,,Scatter,False,0
Ossipee,Carroll,U.S. House,1,,Scatter,False,1
Plaistow,Rockingham,U.S. House,1,,Scatter,False,0
Portsmouth,Rockingham,U.S. House,1,,Scatter,False,2
Raymond,Rockingham,U.S. House,1,,Scatter,False,0
Rochester,Strafford,U.S. House,1,,Scatter,False,4
Rollinsford,Strafford,U.S. House,1,,Scatter,False,0
Rye,Rockingham,U.S. House,1,,Scatter,False,2
Sanbornton,Belknap,U.S. House,1,,Scatter,False,1
Sandown,Rockingham,U.S. House,1,,Scatter,False,1
Sandwich,Carroll,U.S. House,1,,Scatter,False,0
Seabrook,Rockingham,U.S. House,1,,Scatter,False,0
Somersworth,Strafford,U.S. House,1,,Scatter,False,1
South Hampton,Rockingham,U.S. House,1,,Scatter,False,0
Strafford,Strafford,U.S. House,1,,Scatter,False,0
Stratham,Rockingham,U.S. House,1,,Scatter,False,1
Tamworth,Carroll,U.S. House,1,,Scatter,False,0
Tilton,Belknap,U.S. House,1,,Scatter,False,1
Tuftonboro,Carroll,U.S. House,1,,Scatter,False,1
Wakefield,Carroll,U.S. House,1,,Scatter,False,1
Wolfeboro,Carroll,U.S. House,1,,Scatter,False,0
