town,county,office,district,party,candidate,winner,votes
Troy,Cheshire,State Senate,9,,Scatter,False,0
Alstead,Cheshire,State Senate,10,R,Foote,True,104
Chesterfield,Cheshire,State Senate,10,R,Foote,True,242
Gilsum,Cheshire,State Senate,10,R,Foote,True,65
Harrisville,Cheshire,State Senate,10,R,Foote,True,63
Hinsdale,Cheshire,State Senate,10,R,Foote,True,110
Keene,Cheshire,State Senate,10,R,Foote,True,943
Marlborough,Cheshire,State Senate,10,R,Foote,True,129
Nelson,Cheshire,State Senate,10,R,Foote,True,56
Roxbury,Cheshire,State Senate,10,R,Foote,True,16
Sullivan,Cheshire,State Senate,10,R,Foote,True,42
Surry,Cheshire,State Senate,10,R,Foote,True,64
Swanzey,Cheshire,State Senate,10,R,Foote,True,388
Walpole,Cheshire,State Senate,10,R,Foote,True,268
Westmoreland,Cheshire,State Senate,10,R,Foote,True,173
Winchester,Cheshire,State Senate,10,R,Foote,True,129
Alstead,Cheshire,State Senate,10,D,Kelly,False,1
Chesterfield,Cheshire,State Senate,10,D,Kelly,False,1
Gilsum,Cheshire,State Senate,10,D,Kelly,False,0
Harrisville,Cheshire,State Senate,10,D,Kelly,False,0
Hinsdale,Cheshire,State Senate,10,D,Kelly,False,0
Keene,Cheshire,State Senate,10,D,Kelly,False,13
Marlborough,Cheshire,State Senate,10,D,Kelly,False,0
Nelson,Cheshire,State Senate,10,D,Kelly,False,0
Roxbury,Cheshire,State Senate,10,D,Kelly,False,0
Sullivan,Cheshire,State Senate,10,D,Kelly,False,1
Surry,Cheshire,State Senate,10,D,Kelly,False,0
Swanzey,Cheshire,State Senate,10,D,Kelly,False,1
Walpole,Cheshire,State Senate,10,D,Kelly,False,0
Westmoreland,Cheshire,State Senate,10,D,Kelly,False,1
Winchester,Cheshire,State Senate,10,D,Kelly,False,1
Alstead,Cheshire,State Senate,10,,Scatter,False,0
Chesterfield,Cheshire,State Senate,10,,Scatter,False,0
Gilsum,Cheshire,State Senate,10,,Scatter,False,0
Harrisville,Cheshire,State Senate,10,,Scatter,False,0
Hinsdale,Cheshire,State Senate,10,,Scatter,False,0
Keene,Cheshire,State Senate,10,,Scatter,False,3
Marlborough,Cheshire,State Senate,10,,Scatter,False,3
Nelson,Cheshire,State Senate,10,,Scatter,False,1
Roxbury,Cheshire,State Senate,10,,Scatter,False,1
Sullivan,Cheshire,State Senate,10,,Scatter,False,1
Surry,Cheshire,State Senate,10,,Scatter,False,0
Swanzey,Cheshire,State Senate,10,,Scatter,False,3
Walpole,Cheshire,State Senate,10,,Scatter,False,1
Westmoreland,Cheshire,State Senate,10,,Scatter,False,0
Winchester,Cheshire,State Senate,10,,Scatter,False,2
Amherst,Hillsborough,State Senate,11,R,Bradgon,True,942
Merrimack,Hillsborough,State Senate,11,R,Bradgon,True,900
Milford,Hillsborough,State Senate,11,R,Bradgon,True,843
Wilton,Hillsborough,State Senate,11,R,Bradgon,True,280
Amherst,Hillsborough,State Senate,11,R,Dwyer,False,235
Merrimack,Hillsborough,State Senate,11,R,Dwyer,False,1272
Milford,Hillsborough,State Senate,11,R,Dwyer,False,283
Wilton,Hillsborough,State Senate,11,R,Dwyer,False,64
Amherst,Hillsborough,State Senate,11,,Scatter,False,1
Merrimack,Hillsborough,State Senate,11,,Scatter,False,4
Milford,Hillsborough,State Senate,11,,Scatter,False,5
Wilton,Hillsborough,State Senate,11,,Scatter,False,2
