town,county,office,district,party,candidate,winner,votes
Londonderry,Rockingham,U.S. House,1,R,Frank C. Guinta,False,6
Madbury,Strafford,U.S. House,1,R,Frank C. Guinta,False,1
Madison,Carroll,U.S. House,1,R,Frank C. Guinta,False,0
Manchester,Hillsborough,U.S. House,1,R,Frank C. Guinta,False,91
Meredith,Belknap,U.S. House,1,R,Frank C. Guinta,False,1
Merrimack,Hillsborough,U.S. House,1,R,Frank C. Guinta,False,0
Middleton,Strafford,U.S. House,1,R,Frank C. Guinta,False,0
Milton,Strafford,U.S. House,1,R,Frank C. Guinta,False,2
Moultonborough,Carroll,U.S. House,1,R,Frank C. Guinta,False,0
New Castle,Rockingham,U.S. House,1,R,Frank C. Guinta,False,0
New Durham,Strafford,U.S. House,1,R,Frank C. Guinta,False,2
New Hampton,Belknap,U.S. House,1,R,Frank C. Guinta,False,0
Newfields,Rockingham,U.S. House,1,R,Frank C. Guinta,False,0
Newington,Rockingham,U.S. House,1,R,Frank C. Guinta,False,0
Newmarket,Rockingham,U.S. House,1,R,Frank C. Guinta,False,2
Newton,Rockingham,U.S. House,1,R,Frank C. Guinta,False,0
North Hampton,Rockingham,U.S. House,1,R,Frank C. Guinta,False,0
Nottingham,Rockingham,U.S. House,1,R,Frank C. Guinta,False,1
Ossipee,Carroll,U.S. House,1,R,Frank C. Guinta,False,3
Plaistow,Rockingham,U.S. House,1,R,Frank C. Guinta,False,4
Portsmouth,Rockingham,U.S. House,1,R,Frank C. Guinta,False,2
Raymond,Rockingham,U.S. House,1,R,Frank C. Guinta,False,2
Rochester,Strafford,U.S. House,1,R,Frank C. Guinta,False,12
Rollinsford,Strafford,U.S. House,1,R,Frank C. Guinta,False,2
Rye,Rockingham,U.S. House,1,R,Frank C. Guinta,False,1
Sanbornton,Belknap,U.S. House,1,R,Frank C. Guinta,False,1
Sandown,Rockingham,U.S. House,1,R,Frank C. Guinta,False,1
Sandwich,Carroll,U.S. House,1,R,Frank C. Guinta,False,0
Seabrook,Rockingham,U.S. House,1,R,Frank C. Guinta,False,0
Somersworth,Strafford,U.S. House,1,R,Frank C. Guinta,False,9
South Hampton,Rockingham,U.S. House,1,R,Frank C. Guinta,False,0
Strafford,Strafford,U.S. House,1,R,Frank C. Guinta,False,1
Stratham,Rockingham,U.S. House,1,R,Frank C. Guinta,False,4
Tamworth,Carroll,U.S. House,1,R,Frank C. Guinta,False,1
Tilton,Belknap,U.S. House,1,R,Frank C. Guinta,False,0
Tuftonboro,Carroll,U.S. House,1,R,Frank C. Guinta,False,0
Wakefield,Carroll,U.S. House,1,R,Frank C. Guinta,False,3
Wolfeboro,Carroll,U.S. House,1,R,Frank C. Guinta,False,0
Albany,Carroll,U.S. House,1,D,Carol Shea-Porter,True,49
Alton,Belknap,U.S. House,1,D,Carol Shea-Porter,True,211
Auburn,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,285
Barnstead,Belknap,U.S. House,1,D,Carol Shea-Porter,True,284
Barrington,Strafford,U.S. House,1,D,Carol Shea-Porter,True,728
Bartlett,Carroll,U.S. House,1,D,Carol Shea-Porter,True,248
Bedford,Hillsborough,U.S. House,1,D,Carol Shea-Porter,True,965
Belmont,Belknap,U.S. House,1,D,Carol Shea-Porter,True,305
Brentwood,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,282
Brookfield,Carroll,U.S. House,1,D,Carol Shea-Porter,True,57
Campton,Grafton,U.S. House,1,D,Carol Shea-Porter,True,198
Candia,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,235
Chatham,Carroll,U.S. House,1,D,Carol Shea-Porter,True,21
Chester,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,205
Conway,Carroll,U.S. House,1,D,Carol Shea-Porter,True,595
Danville,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,177
Derry,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,954
Dover,Strafford,U.S. House,1,D,Carol Shea-Porter,True,1924
Durham,Strafford,U.S. House,1,D,Carol Shea-Porter,True,1070
East Kingston,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,120
Eaton,Carroll,U.S. House,1,D,Carol Shea-Porter,True,62
Effingham,Carroll,U.S. House,1,D,Carol Shea-Porter,True,95
Epping,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,283
Exeter,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,1665
Farmington,Strafford,U.S. House,1,D,Carol Shea-Porter,True,283
Freedom,Carroll,U.S. House,1,D,Carol Shea-Porter,True,129
Fremont,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,169
Gilford,Belknap,U.S. House,1,D,Carol Shea-Porter,True,576
Gilmanton,Belknap,U.S. House,1,D,Carol Shea-Porter,True,261
Goffstown,Hillsborough,U.S. House,1,D,Carol Shea-Porter,True,903
Greenland,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,259
Hale's Location,Carroll,U.S. House,1,D,Carol Shea-Porter,True,8
Hampstead,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,332
Hampton,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,1013
Hampton Falls,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,116
Hart's Location,Carroll,U.S. House,1,D,Carol Shea-Porter,True,13
Hooksett,Merrimack,U.S. House,1,D,Carol Shea-Porter,True,609
Jackson,Carroll,U.S. House,1,D,Carol Shea-Porter,True,150
Kensington,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,177
Kingston,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,266
Laconia,Belknap,U.S. House,1,D,Carol Shea-Porter,True,836
Lee,Strafford,U.S. House,1,D,Carol Shea-Porter,True,495
Londonderry,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,1002
Madbury,Strafford,U.S. House,1,D,Carol Shea-Porter,True,193
Madison,Carroll,U.S. House,1,D,Carol Shea-Porter,True,201
Manchester,Hillsborough,U.S. House,1,D,Carol Shea-Porter,True,6000
Meredith,Belknap,U.S. House,1,D,Carol Shea-Porter,True,418
Merrimack,Hillsborough,U.S. House,1,D,Carol Shea-Porter,True,1078
Middleton,Strafford,U.S. House,1,D,Carol Shea-Porter,True,82
Milton,Strafford,U.S. House,1,D,Carol Shea-Porter,True,243
Moultonborough,Carroll,U.S. House,1,D,Carol Shea-Porter,True,276
New Castle,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,188
New Durham,Strafford,U.S. House,1,D,Carol Shea-Porter,True,146
New Hampton,Belknap,U.S. House,1,D,Carol Shea-Porter,True,163
Newfields,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,164
Newington,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,76
Newmarket,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,829
Newton,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,153
North Hampton,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,352
Nottingham,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,283
Ossipee,Carroll,U.S. House,1,D,Carol Shea-Porter,True,183
Plaistow,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,207
Portsmouth,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,2158
Raymond,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,337
Rochester,Strafford,U.S. House,1,D,Carol Shea-Porter,True,1638
Rollinsford,Strafford,U.S. House,1,D,Carol Shea-Porter,True,216
Rye,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,513
Sanbornton,Belknap,U.S. House,1,D,Carol Shea-Porter,True,278
Sandown,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,219
Sandwich,Carroll,U.S. House,1,D,Carol Shea-Porter,True,214
Seabrook,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,216
Somersworth,Strafford,U.S. House,1,D,Carol Shea-Porter,True,611
South Hampton,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,53
Strafford,Strafford,U.S. House,1,D,Carol Shea-Porter,True,329
Stratham,Rockingham,U.S. House,1,D,Carol Shea-Porter,True,578
Tamworth,Carroll,U.S. House,1,D,Carol Shea-Porter,True,265
Tilton,Belknap,U.S. House,1,D,Carol Shea-Porter,True,266
Tuftonboro,Carroll,U.S. House,1,D,Carol Shea-Porter,True,147
Wakefield,Carroll,U.S. House,1,D,Carol Shea-Porter,True,202
Wolfeboro,Carroll,U.S. House,1,D,Carol Shea-Porter,True,533
Albany,Carroll,U.S. House,1,R,Vern Clough,False,0
Alton,Belknap,U.S. House,1,R,Vern Clough,False,0
Auburn,Rockingham,U.S. House,1,R,Vern Clough,False,0
Barnstead,Belknap,U.S. House,1,R,Vern Clough,False,0
Barrington,Strafford,U.S. House,1,R,Vern Clough,False,0
Bartlett,Carroll,U.S. House,1,R,Vern Clough,False,0
Bedford,Hillsborough,U.S. House,1,R,Vern Clough,False,0
Belmont,Belknap,U.S. House,1,R,Vern Clough,False,0
Brentwood,Rockingham,U.S. House,1,R,Vern Clough,False,0
Brookfield,Carroll,U.S. House,1,R,Vern Clough,False,0
Campton,Grafton,U.S. House,1,R,Vern Clough,False,0
Candia,Rockingham,U.S. House,1,R,Vern Clough,False,0
Chatham,Carroll,U.S. House,1,R,Vern Clough,False,0
Chester,Rockingham,U.S. House,1,R,Vern Clough,False,0
Conway,Carroll,U.S. House,1,R,Vern Clough,False,0
Danville,Rockingham,U.S. House,1,R,Vern Clough,False,0
Derry,Rockingham,U.S. House,1,R,Vern Clough,False,0
Dover,Strafford,U.S. House,1,R,Vern Clough,False,0
Durham,Strafford,U.S. House,1,R,Vern Clough,False,0
East Kingston,Rockingham,U.S. House,1,R,Vern Clough,False,0
Eaton,Carroll,U.S. House,1,R,Vern Clough,False,0
Effingham,Carroll,U.S. House,1,R,Vern Clough,False,0
Epping,Rockingham,U.S. House,1,R,Vern Clough,False,0
Exeter,Rockingham,U.S. House,1,R,Vern Clough,False,0
Farmington,Strafford,U.S. House,1,R,Vern Clough,False,0
Freedom,Carroll,U.S. House,1,R,Vern Clough,False,0
Fremont,Rockingham,U.S. House,1,R,Vern Clough,False,0
Gilford,Belknap,U.S. House,1,R,Vern Clough,False,0
Gilmanton,Belknap,U.S. House,1,R,Vern Clough,False,0
Goffstown,Hillsborough,U.S. House,1,R,Vern Clough,False,0
Greenland,Rockingham,U.S. House,1,R,Vern Clough,False,0
Hale's Location,Carroll,U.S. House,1,R,Vern Clough,False,0
Hampstead,Rockingham,U.S. House,1,R,Vern Clough,False,0
Hampton,Rockingham,U.S. House,1,R,Vern Clough,False,0
Hampton Falls,Rockingham,U.S. House,1,R,Vern Clough,False,0
Hart's Location,Carroll,U.S. House,1,R,Vern Clough,False,0
Hooksett,Merrimack,U.S. House,1,R,Vern Clough,False,0
Jackson,Carroll,U.S. House,1,R,Vern Clough,False,0
Kensington,Rockingham,U.S. House,1,R,Vern Clough,False,0
Kingston,Rockingham,U.S. House,1,R,Vern Clough,False,0
Laconia,Belknap,U.S. House,1,R,Vern Clough,False,0
Lee,Strafford,U.S. House,1,R,Vern Clough,False,0
Londonderry,Rockingham,U.S. House,1,R,Vern Clough,False,0
Madbury,Strafford,U.S. House,1,R,Vern Clough,False,0
Madison,Carroll,U.S. House,1,R,Vern Clough,False,0
Manchester,Hillsborough,U.S. House,1,R,Vern Clough,False,1
Meredith,Belknap,U.S. House,1,R,Vern Clough,False,0
Merrimack,Hillsborough,U.S. House,1,R,Vern Clough,False,0
Middleton,Strafford,U.S. House,1,R,Vern Clough,False,0
Milton,Strafford,U.S. House,1,R,Vern Clough,False,0
Moultonborough,Carroll,U.S. House,1,R,Vern Clough,False,0
New Castle,Rockingham,U.S. House,1,R,Vern Clough,False,0
New Durham,Strafford,U.S. House,1,R,Vern Clough,False,0
New Hampton,Belknap,U.S. House,1,R,Vern Clough,False,1
Newfields,Rockingham,U.S. House,1,R,Vern Clough,False,0
Newington,Rockingham,U.S. House,1,R,Vern Clough,False,0
Newmarket,Rockingham,U.S. House,1,R,Vern Clough,False,0
Newton,Rockingham,U.S. House,1,R,Vern Clough,False,0
North Hampton,Rockingham,U.S. House,1,R,Vern Clough,False,0
Nottingham,Rockingham,U.S. House,1,R,Vern Clough,False,0
Ossipee,Carroll,U.S. House,1,R,Vern Clough,False,0
Plaistow,Rockingham,U.S. House,1,R,Vern Clough,False,0
Portsmouth,Rockingham,U.S. House,1,R,Vern Clough,False,0
Raymond,Rockingham,U.S. House,1,R,Vern Clough,False,0
Rochester,Strafford,U.S. House,1,R,Vern Clough,False,0
Rollinsford,Strafford,U.S. House,1,R,Vern Clough,False,0
Rye,Rockingham,U.S. House,1,R,Vern Clough,False,0
Sanbornton,Belknap,U.S. House,1,R,Vern Clough,False,0
Sandown,Rockingham,U.S. House,1,R,Vern Clough,False,0
Sandwich,Carroll,U.S. House,1,R,Vern Clough,False,0
Seabrook,Rockingham,U.S. House,1,R,Vern Clough,False,0
Somersworth,Strafford,U.S. House,1,R,Vern Clough,False,0
South Hampton,Rockingham,U.S. House,1,R,Vern Clough,False,0
Strafford,Strafford,U.S. House,1,R,Vern Clough,False,0
Stratham,Rockingham,U.S. House,1,R,Vern Clough,False,0
Tamworth,Carroll,U.S. House,1,R,Vern Clough,False,0
Tilton,Belknap,U.S. House,1,R,Vern Clough,False,0
Tuftonboro,Carroll,U.S. House,1,R,Vern Clough,False,0
Wakefield,Carroll,U.S. House,1,R,Vern Clough,False,0
Wolfeboro,Carroll,U.S. House,1,R,Vern Clough,False,0
Albany,Carroll,U.S. House,1,R,Rick Parent,False,0
Alton,Belknap,U.S. House,1,R,Rick Parent,False,0
Auburn,Rockingham,U.S. House,1,R,Rick Parent,False,0
Barnstead,Belknap,U.S. House,1,R,Rick Parent,False,0
Barrington,Strafford,U.S. House,1,R,Rick Parent,False,0
Bartlett,Carroll,U.S. House,1,R,Rick Parent,False,0
Bedford,Hillsborough,U.S. House,1,R,Rick Parent,False,2
Belmont,Belknap,U.S. House,1,R,Rick Parent,False,0
Brentwood,Rockingham,U.S. House,1,R,Rick Parent,False,0
Brookfield,Carroll,U.S. House,1,R,Rick Parent,False,0
Campton,Grafton,U.S. House,1,R,Rick Parent,False,0
Candia,Rockingham,U.S. House,1,R,Rick Parent,False,0
Chatham,Carroll,U.S. House,1,R,Rick Parent,False,0
Chester,Rockingham,U.S. House,1,R,Rick Parent,False,0
Conway,Carroll,U.S. House,1,R,Rick Parent,False,0
Danville,Rockingham,U.S. House,1,R,Rick Parent,False,0
Derry,Rockingham,U.S. House,1,R,Rick Parent,False,0
Dover,Strafford,U.S. House,1,R,Rick Parent,False,0
Durham,Strafford,U.S. House,1,R,Rick Parent,False,0
East Kingston,Rockingham,U.S. House,1,R,Rick Parent,False,0
Eaton,Carroll,U.S. House,1,R,Rick Parent,False,0
Effingham,Carroll,U.S. House,1,R,Rick Parent,False,0
Epping,Rockingham,U.S. House,1,R,Rick Parent,False,0
Exeter,Rockingham,U.S. House,1,R,Rick Parent,False,0
Farmington,Strafford,U.S. House,1,R,Rick Parent,False,0
Freedom,Carroll,U.S. House,1,R,Rick Parent,False,0
Fremont,Rockingham,U.S. House,1,R,Rick Parent,False,0
Gilford,Belknap,U.S. House,1,R,Rick Parent,False,0
Gilmanton,Belknap,U.S. House,1,R,Rick Parent,False,0
Goffstown,Hillsborough,U.S. House,1,R,Rick Parent,False,0
Greenland,Rockingham,U.S. House,1,R,Rick Parent,False,0
Hale's Location,Carroll,U.S. House,1,R,Rick Parent,False,0
Hampstead,Rockingham,U.S. House,1,R,Rick Parent,False,0
Hampton,Rockingham,U.S. House,1,R,Rick Parent,False,0
Hampton Falls,Rockingham,U.S. House,1,R,Rick Parent,False,0
Hart's Location,Carroll,U.S. House,1,R,Rick Parent,False,0
Hooksett,Merrimack,U.S. House,1,R,Rick Parent,False,1
Jackson,Carroll,U.S. House,1,R,Rick Parent,False,0
Kensington,Rockingham,U.S. House,1,R,Rick Parent,False,0
Kingston,Rockingham,U.S. House,1,R,Rick Parent,False,0
Laconia,Belknap,U.S. House,1,R,Rick Parent,False,0
Lee,Strafford,U.S. House,1,R,Rick Parent,False,1
Londonderry,Rockingham,U.S. House,1,R,Rick Parent,False,0
Madbury,Strafford,U.S. House,1,R,Rick Parent,False,0
Madison,Carroll,U.S. House,1,R,Rick Parent,False,0
Manchester,Hillsborough,U.S. House,1,R,Rick Parent,False,3
Meredith,Belknap,U.S. House,1,R,Rick Parent,False,0
Merrimack,Hillsborough,U.S. House,1,R,Rick Parent,False,0
Middleton,Strafford,U.S. House,1,R,Rick Parent,False,0
Milton,Strafford,U.S. House,1,R,Rick Parent,False,1
Moultonborough,Carroll,U.S. House,1,R,Rick Parent,False,0
New Castle,Rockingham,U.S. House,1,R,Rick Parent,False,0
New Durham,Strafford,U.S. House,1,R,Rick Parent,False,0
New Hampton,Belknap,U.S. House,1,R,Rick Parent,False,0
Newfields,Rockingham,U.S. House,1,R,Rick Parent,False,0
Newington,Rockingham,U.S. House,1,R,Rick Parent,False,0
Newmarket,Rockingham,U.S. House,1,R,Rick Parent,False,0
Newton,Rockingham,U.S. House,1,R,Rick Parent,False,0
North Hampton,Rockingham,U.S. House,1,R,Rick Parent,False,0
Nottingham,Rockingham,U.S. House,1,R,Rick Parent,False,0
Ossipee,Carroll,U.S. House,1,R,Rick Parent,False,0
Plaistow,Rockingham,U.S. House,1,R,Rick Parent,False,0
Portsmouth,Rockingham,U.S. House,1,R,Rick Parent,False,1
Raymond,Rockingham,U.S. House,1,R,Rick Parent,False,0
Rochester,Strafford,U.S. House,1,R,Rick Parent,False,1
Rollinsford,Strafford,U.S. House,1,R,Rick Parent,False,0
Rye,Rockingham,U.S. House,1,R,Rick Parent,False,0
Sanbornton,Belknap,U.S. House,1,R,Rick Parent,False,0
Sandown,Rockingham,U.S. House,1,R,Rick Parent,False,0
Sandwich,Carroll,U.S. House,1,R,Rick Parent,False,0
Seabrook,Rockingham,U.S. House,1,R,Rick Parent,False,0
Somersworth,Strafford,U.S. House,1,R,Rick Parent,False,0
South Hampton,Rockingham,U.S. House,1,R,Rick Parent,False,0
Strafford,Strafford,U.S. House,1,R,Rick Parent,False,0
Stratham,Rockingham,U.S. House,1,R,Rick Parent,False,0
Tamworth,Carroll,U.S. House,1,R,Rick Parent,False,0
Tilton,Belknap,U.S. House,1,R,Rick Parent,False,0
Tuftonboro,Carroll,U.S. House,1,R,Rick Parent,False,0
Wakefield,Carroll,U.S. House,1,R,Rick Parent,False,0
Wolfeboro,Carroll,U.S. House,1,R,Rick Parent,False,0
Albany,Carroll,U.S. House,1,,Scatter,False,0
Alton,Belknap,U.S. House,1,,Scatter,False,0
Auburn,Rockingham,U.S. House,1,,Scatter,False,3
Barnstead,Belknap,U.S. House,1,,Scatter,False,2
Barrington,Strafford,U.S. House,1,,Scatter,False,5
Bartlett,Carroll,U.S. House,1,,Scatter,False,0
Bedford,Hillsborough,U.S. House,1,,Scatter,False,4
Belmont,Belknap,U.S. House,1,,Scatter,False,0
Brentwood,Rockingham,U.S. House,1,,Scatter,False,2
Brookfield,Carroll,U.S. House,1,,Scatter,False,1
Campton,Grafton,U.S. House,1,,Scatter,False,2
Candia,Rockingham,U.S. House,1,,Scatter,False,1
Chatham,Carroll,U.S. House,1,,Scatter,False,0
Chester,Rockingham,U.S. House,1,,Scatter,False,0
Conway,Carroll,U.S. House,1,,Scatter,False,2
Danville,Rockingham,U.S. House,1,,Scatter,False,2
Derry,Rockingham,U.S. House,1,,Scatter,False,0
Dover,Strafford,U.S. House,1,,Scatter,False,8
Durham,Strafford,U.S. House,1,,Scatter,False,1
East Kingston,Rockingham,U.S. House,1,,Scatter,False,0
Eaton,Carroll,U.S. House,1,,Scatter,False,0
Effingham,Carroll,U.S. House,1,,Scatter,False,0
Epping,Rockingham,U.S. House,1,,Scatter,False,2
Exeter,Rockingham,U.S. House,1,,Scatter,False,2
Farmington,Strafford,U.S. House,1,,Scatter,False,2
Freedom,Carroll,U.S. House,1,,Scatter,False,0
Fremont,Rockingham,U.S. House,1,,Scatter,False,0
Gilford,Belknap,U.S. House,1,,Scatter,False,0
Gilmanton,Belknap,U.S. House,1,,Scatter,False,3
Goffstown,Hillsborough,U.S. House,1,,Scatter,False,2
Greenland,Rockingham,U.S. House,1,,Scatter,False,1
Hale's Location,Carroll,U.S. House,1,,Scatter,False,0
Hampstead,Rockingham,U.S. House,1,,Scatter,False,0
Hampton,Rockingham,U.S. House,1,,Scatter,False,4
Hampton Falls,Rockingham,U.S. House,1,,Scatter,False,1
Hart's Location,Carroll,U.S. House,1,,Scatter,False,0
Hooksett,Merrimack,U.S. House,1,,Scatter,False,2
Jackson,Carroll,U.S. House,1,,Scatter,False,0
Kensington,Rockingham,U.S. House,1,,Scatter,False,1
Kingston,Rockingham,U.S. House,1,,Scatter,False,2
Laconia,Belknap,U.S. House,1,,Scatter,False,2
Lee,Strafford,U.S. House,1,,Scatter,False,2
Londonderry,Rockingham,U.S. House,1,,Scatter,False,3
Madbury,Strafford,U.S. House,1,,Scatter,False,0
Madison,Carroll,U.S. House,1,,Scatter,False,0
Manchester,Hillsborough,U.S. House,1,,Scatter,False,32
Meredith,Belknap,U.S. House,1,,Scatter,False,4
Merrimack,Hillsborough,U.S. House,1,,Scatter,False,1
Middleton,Strafford,U.S. House,1,,Scatter,False,2
Milton,Strafford,U.S. House,1,,Scatter,False,2
Moultonborough,Carroll,U.S. House,1,,Scatter,False,0
New Castle,Rockingham,U.S. House,1,,Scatter,False,3
New Durham,Strafford,U.S. House,1,,Scatter,False,1
New Hampton,Belknap,U.S. House,1,,Scatter,False,0
Newfields,Rockingham,U.S. House,1,,Scatter,False,0
Newington,Rockingham,U.S. House,1,,Scatter,False,0
Newmarket,Rockingham,U.S. House,1,,Scatter,False,4
Newton,Rockingham,U.S. House,1,,Scatter,False,2
North Hampton,Rockingham,U.S. House,1,,Scatter,False,0
Nottingham,Rockingham,U.S. House,1,,Scatter,False,2
Ossipee,Carroll,U.S. House,1,,Scatter,False,1
Plaistow,Rockingham,U.S. House,1,,Scatter,False,0
Portsmouth,Rockingham,U.S. House,1,,Scatter,False,6
Raymond,Rockingham,U.S. House,1,,Scatter,False,2
Rochester,Strafford,U.S. House,1,,Scatter,False,10
Rollinsford,Strafford,U.S. House,1,,Scatter,False,3
Rye,Rockingham,U.S. House,1,,Scatter,False,0
Sanbornton,Belknap,U.S. House,1,,Scatter,False,0
Sandown,Rockingham,U.S. House,1,,Scatter,False,0
Sandwich,Carroll,U.S. House,1,,Scatter,False,0
Seabrook,Rockingham,U.S. House,1,,Scatter,False,0
Somersworth,Strafford,U.S. House,1,,Scatter,False,2
South Hampton,Rockingham,U.S. House,1,,Scatter,False,0
Strafford,Strafford,U.S. House,1,,Scatter,False,1
Stratham,Rockingham,U.S. House,1,,Scatter,False,1
Tamworth,Carroll,U.S. House,1,,Scatter,False,1
Tilton,Belknap,U.S. House,1,,Scatter,False,0
Tuftonboro,Carroll,U.S. House,1,,Scatter,False,0
Wakefield,Carroll,U.S. House,1,,Scatter,False,0
Wolfeboro,Carroll,U.S. House,1,,Scatter,False,0
